Date,Product Name,Product Category,Price (USD),Quantity Sold,Total Sales (USD),Daily Total Sales (USD)
2022-02-26,Harrows,Farming Tools,20.74,35,725.9,5309.44
2022-02-27,Ammonium sulfate,Fertilizers,25.81,11,283.91,4201.63
2022-02-27,Carbaryl (Sevin),Pesticides,10.8,95,1026.0,4201.63
2022-02-27,Sunflower seeds,Seeds,27.63,56,1547.28,4201.63
2022-02-27,Plows,Farming Tools,35.38,38,1344.44,4201.63
2022-02-28,Diammonium phosphate,Fertilizers,37.48,15,562.2,4455.8
2022-02-28,Permethrin,Pesticides,22.64,86,1947.04,4455.8
2022-02-28,Bean seeds,Seeds,16.84,23,387.32,4455.8
2022-02-28,Hoe,Farming Tools,22.93,68,1559.24,4455.8
2022-03-01,Urea,Fertilizers,47.03,26,1222.78,11759.46
2022-03-01,DDT,Pesticides,44.29,83,3676.07,11759.46
2022-03-01,Lettuce seeds,Seeds,46.89,49,2297.61,11759.46
2022-03-01,Rake,Farming Tools,45.63,100,4563.0,11759.46
2022-03-02,Diammonium phosphate,Fertilizers,42.36,53,2245.08,10244.01
2022-03-02,Chlorpyrifos,Pesticides,29.88,86,2569.68,10244.01
2022-03-02,Cucumber seeds,Seeds,42.75,59,2522.25,10244.01
2022-03-02,Harrows,Farming Tools,34.2,85,2907.0,10244.01
2022-03-03,Potassium nitrate,Fertilizers,9.2,34,312.8,4160.43
2022-03-03,Neonicotinoids,Pesticides,33.48,58,1941.84,4160.43
2022-03-03,Lettuce seeds,Seeds,23.77,72,1711.44,4160.43
2022-03-03,Scythe,Farming Tools,8.45,23,194.35,4160.43
2022-03-04,Potassium sulfate,Fertilizers,7.82,44,344.08,7619.37
2022-03-04,Glyphosate (Roundup),Pesticides,16.78,19,318.82,7619.37
2022-03-04,Cucumber seeds,Seeds,47.15,63,2970.45,7619.37
2022-03-04,Cultivators,Farming Tools,48.61,82,3986.02,7619.37
2022-03-05,Ammonium sulfate,Fertilizers,10.24,92,942.08,7964.049999999999
2022-03-05,Glyphosate (Roundup),Pesticides,23.07,63,1453.41,7964.049999999999
2022-03-05,Pea seeds,Seeds,30.97,80,2477.6,7964.049999999999
2022-03-05,Sprayers,Farming Tools,42.93,72,3090.96,7964.049999999999
2022-03-06,Triple superphosphate,Fertilizers,19.51,53,1034.03,5869.7
2022-03-06,Pyrethroids,Pesticides,28.1,63,1770.3,5869.7
2022-03-06,Tomato seeds,Seeds,24.01,81,1944.81,5869.7
2022-03-06,Hand weeder,Farming Tools,48.72,23,1120.56,5869.7
2022-03-07,Triple superphosphate,Fertilizers,14.67,91,1334.97,4115.07
2022-03-07,Imidacloprid,Pesticides,14.31,45,643.95,4115.07
2022-03-07,Wheat seeds,Seeds,37.49,39,1462.11,4115.07
2022-03-07,Tractors,Farming Tools,16.44,41,674.04,4115.07
2022-03-08,Ammonium sulfate,Fertilizers,28.5,42,1197.0,8028.450000000001
2022-03-08,Atrazine,Pesticides,25.65,39,1000.35,8028.450000000001
2022-03-08,Pea seeds,Seeds,47.99,90,4319.1,8028.450000000001
2022-03-08,Hoe,Farming Tools,25.2,60,1512.0,8028.450000000001
2022-03-09,Ammonium sulfate,Fertilizers,28.81,83,2391.23,7665.91
2022-03-09,Pyrethroids,Pesticides,16.84,92,1549.28,7665.91
2022-03-09,Soybean seeds,Seeds,5.5,84,462.0,7665.91
2022-03-09,Scythe,Farming Tools,33.3,98,3263.4,7665.91
2022-03-10,Ammonium nitrate,Fertilizers,22.76,76,1729.76,4677.1
2022-03-10,Malathion,Pesticides,7.94,57,452.58,4677.1
2022-03-10,Tomato seeds,Seeds,40.26,49,1972.74,4677.1
2022-03-10,Pruning shears,Farming Tools,6.07,86,522.02,4677.1
2022-03-11,Calcium ammonium nitrate,Fertilizers,45.15,25,1128.75,6425.25
2022-03-11,Chlorpyrifos,Pesticides,48.28,55,2655.4,6425.25
2022-03-11,Bean seeds,Seeds,14.38,48,690.24,6425.25
2022-03-11,Fork,Farming Tools,42.41,46,1950.86,6425.25
2022-03-12,Triple superphosphate,Fertilizers,38.49,30,1154.7,8596.15
2022-03-12,Permethrin,Pesticides,30.42,80,2433.6,8596.15
2022-03-12,Wheat seeds,Seeds,34.68,90,3121.2,8596.15
2022-03-12,Plows,Farming Tools,19.45,97,1886.65,8596.15
2022-03-13,Ammonium nitrate,Fertilizers,45.02,10,450.2,3744.44
2022-03-13,Permethrin,Pesticides,23.05,36,829.8,3744.44
2022-03-13,Rice seeds,Seeds,22.43,84,1884.12,3744.44
2022-03-13,Shovel,Farming Tools,12.09,48,580.32,3744.44
2022-03-14,Potassium sulfate,Fertilizers,24.26,88,2134.88,8393.7
2022-03-14,Pyrethroids,Pesticides,21.63,66,1427.58,8393.7
2022-03-14,Pea seeds,Seeds,44.17,93,4107.81,8393.7
2022-03-14,Hand cultivator,Farming Tools,9.91,73,723.43,8393.7
2022-03-15,Ammonium sulfate,Fertilizers,38.78,78,3024.84,7469.450000000001
2022-03-15,DDT,Pesticides,10.45,17,177.65,7469.450000000001
2022-03-15,Lettuce seeds,Seeds,42.99,54,2321.46,7469.450000000001
2022-03-15,Pruning shears,Farming Tools,25.94,75,1945.5,7469.450000000001
2022-03-16,Potassium sulfate,Fertilizers,18.78,92,1727.76,5998.15
2022-03-16,Chlorpyrifos,Pesticides,34.03,14,476.42,5998.15
2022-03-16,Bean seeds,Seeds,10.01,73,730.73,5998.15
2022-03-16,Fork,Farming Tools,45.72,67,3063.24,5998.15
2022-03-17,Diammonium phosphate,Fertilizers,22.17,18,399.06,2458.28
2022-03-17,Glyphosate (Roundup),Pesticides,30.66,45,1379.7,2458.28
2022-03-17,Lettuce seeds,Seeds,5.83,26,151.58,2458.28
2022-03-17,Machete,Farming Tools,12.57,42,527.94,2458.28
2022-03-18,Potassium chloride,Fertilizers,13.07,40,522.8,6666.51
2022-03-18,Imidacloprid,Pesticides,31.67,82,2596.94,6666.51
2022-03-18,Cucumber seeds,Seeds,21.47,59,1266.73,6666.51
2022-03-18,Hand weeder,Farming Tools,33.53,68,2280.04,6666.51
2022-03-19,Diammonium phosphate,Fertilizers,47.44,13,616.72,5939.1900000000005
2022-03-19,Glyphosate (Roundup),Pesticides,29.95,65,1946.75,5939.1900000000005
2022-03-19,Pea seeds,Seeds,18.09,66,1193.94,5939.1900000000005
2022-03-19,Rake,Farming Tools,47.43,46,2181.78,5939.1900000000005
2022-03-20,Potassium sulfate,Fertilizers,27.01,90,2430.9,4887.92
2022-03-20,Malathion,Pesticides,26.97,32,863.04,4887.92
2022-03-20,Bean seeds,Seeds,10.4,86,894.4,4887.92
2022-03-20,Pruning shears,Farming Tools,49.97,14,699.58,4887.92
2022-03-21,Superphosphate,Fertilizers,47.1,63,2967.3,6011.5
2022-03-21,DDT,Pesticides,25.32,36,911.52,6011.5
2022-03-21,Rice seeds,Seeds,22.77,84,1912.68,6011.5
2022-03-21,Fork,Farming Tools,13.75,16,220.0,6011.5
2022-03-22,Diammonium phosphate,Fertilizers,27.44,69,1893.36,7447.54
2022-03-22,Permethrin,Pesticides,27.73,82,2273.86,7447.54
2022-03-22,Wheat seeds,Seeds,10.96,52,569.92,7447.54
2022-03-22,Sprayers,Farming Tools,30.8,88,2710.4,7447.54
2022-03-23,Triple superphosphate,Fertilizers,45.64,76,3468.64,5562.24
2022-03-23,Atrazine,Pesticides,11.67,47,548.49,5562.24
2022-03-23,Pea seeds,Seeds,12.27,74,907.98,5562.24
2022-03-23,Harrows,Farming Tools,49.01,13,637.13,5562.24
2022-03-24,Ammonium sulfate,Fertilizers,35.81,36,1289.16,8615.43
2022-03-24,Glyphosate (Roundup),Pesticides,15.22,60,913.2,8615.43
2022-03-24,Bean seeds,Seeds,45.35,96,4353.6,8615.43
2022-03-24,Scythe,Farming Tools,42.03,49,2059.47,8615.43
2022-03-25,Ammonium nitrate,Fertilizers,37.6,72,2707.2,9349.34
2022-03-25,Malathion,Pesticides,39.35,100,3935.0,9349.34
2022-03-25,Tomato seeds,Seeds,16.53,71,1173.63,9349.34
2022-03-25,Sickles,Farming Tools,46.47,33,1533.51,9349.34
2022-03-26,Triple superphosphate,Fertilizers,30.12,62,1867.44,6558.75
2022-03-26,Chlorpyrifos,Pesticides,48.12,32,1539.84,6558.75
2022-03-26,Cucumber seeds,Seeds,42.3,71,3003.3,6558.75
2022-03-26,Tractors,Farming Tools,13.47,11,148.17,6558.75
2022-03-27,Triple superphosphate,Fertilizers,9.4,49,460.6,8035.87
2022-03-27,Pyrethroids,Pesticides,32.17,67,2155.39,8035.87
2022-03-27,Wheat seeds,Seeds,44.82,82,3675.24,8035.87
2022-03-27,Rake,Farming Tools,18.56,94,1744.64,8035.87
2022-03-28,Ammonium nitrate,Fertilizers,43.12,68,2932.16,6987.08
2022-03-28,Chlorpyrifos,Pesticides,17.0,78,1326.0,6987.08
2022-03-28,Bean seeds,Seeds,22.18,10,221.8,6987.08
2022-03-28,Sprayers,Farming Tools,32.56,77,2507.12,6987.08
2022-03-29,Ammonium nitrate,Fertilizers,19.54,17,332.18,8039.16
2022-03-29,Chlorpyrifos,Pesticides,36.44,62,2259.28,8039.16
2022-03-29,Wheat seeds,Seeds,32.88,60,1972.8,8039.16
2022-03-29,Hand cultivator,Farming Tools,42.9,81,3474.9,8039.16
2022-03-30,Potassium chloride,Fertilizers,10.63,74,786.62,4501.5
2022-03-30,Chlorpyrifos,Pesticides,45.36,54,2449.44,4501.5
2022-03-30,Pea seeds,Seeds,17.3,15,259.5,4501.5
2022-03-30,Plows,Farming Tools,18.98,53,1005.94,4501.5
2022-03-31,Triple superphosphate,Fertilizers,19.95,26,518.7,4248.95
2022-03-31,Malathion,Pesticides,27.59,14,386.26,4248.95
2022-03-31,Wheat seeds,Seeds,23.69,98,2321.62,4248.95
2022-03-31,Cultivators,Farming Tools,19.29,53,1022.37,4248.95
2022-04-01,Triple superphosphate,Fertilizers,37.37,47,1756.39,6574.47
2022-04-01,Atrazine,Pesticides,14.38,53,762.14,6574.47
2022-04-01,Soybean seeds,Seeds,43.65,74,3230.1,6574.47
2022-04-01,Hoe,Farming Tools,45.88,18,825.84,6574.47
2022-04-02,Urea,Fertilizers,41.13,73,3002.49,7450.86
2022-04-02,DDT,Pesticides,18.45,43,793.35,7450.86
2022-04-02,Wheat seeds,Seeds,18.15,64,1161.6,7450.86
2022-04-02,Garden fork,Farming Tools,28.66,87,2493.42,7450.86
2022-04-03,Potassium sulfate,Fertilizers,46.1,53,2443.3,5594.91
2022-04-03,Carbaryl (Sevin),Pesticides,14.35,58,832.3,5594.91
2022-04-03,Cucumber seeds,Seeds,11.98,15,179.7,5594.91
2022-04-03,Sprayers,Farming Tools,40.37,53,2139.61,5594.91
2022-04-04,Ammonium sulfate,Fertilizers,20.11,53,1065.83,6486.139999999999
2022-04-04,Glyphosate (Roundup),Pesticides,8.73,11,96.03,6486.139999999999
2022-04-04,Cucumber seeds,Seeds,47.78,93,4443.54,6486.139999999999
2022-04-04,Sickles,Farming Tools,32.62,27,880.74,6486.139999999999
2022-04-05,Ammonium nitrate,Fertilizers,31.83,20,636.6,5401.02
2022-04-05,Pyrethroids,Pesticides,13.81,42,580.02,5401.02
2022-04-05,Sunflower seeds,Seeds,38.64,29,1120.56,5401.02
2022-04-05,Shovel,Farming Tools,39.28,78,3063.84,5401.02
2022-04-06,Ammonium sulfate,Fertilizers,18.3,30,549.0,6682.88
2022-04-06,Glyphosate (Roundup),Pesticides,25.03,47,1176.41,6682.88
2022-04-06,Sunflower seeds,Seeds,38.52,96,3697.92,6682.88
2022-04-06,Harrows,Farming Tools,15.55,81,1259.55,6682.88
2022-04-07,Superphosphate,Fertilizers,23.45,53,1242.85,7257.45
2022-04-07,Pyrethroids,Pesticides,43.55,42,1829.1,7257.45
2022-04-07,Tomato seeds,Seeds,30.69,10,306.9,7257.45
2022-04-07,Sprayers,Farming Tools,47.3,82,3878.6,7257.45
2022-04-08,Triple superphosphate,Fertilizers,45.82,37,1695.34,7080.91
2022-04-08,Pyrethroids,Pesticides,29.85,52,1552.2,7080.91
2022-04-08,Lettuce seeds,Seeds,28.07,51,1431.57,7080.91
2022-04-08,Garden fork,Farming Tools,40.03,60,2401.8,7080.91
2022-04-09,Potassium sulfate,Fertilizers,45.72,20,914.4,2750.75
2022-04-09,Pyrethroids,Pesticides,21.11,21,443.31,2750.75
2022-04-09,Cucumber seeds,Seeds,12.57,14,175.98,2750.75
2022-04-09,Sprayers,Farming Tools,19.63,62,1217.06,2750.75
2022-04-10,Potassium sulfate,Fertilizers,44.47,67,2979.49,9833.81
2022-04-10,Chlorpyrifos,Pesticides,35.54,57,2025.78,9833.81
2022-04-10,Sunflower seeds,Seeds,49.22,32,1575.04,9833.81
2022-04-10,Cultivators,Farming Tools,43.38,75,3253.5,9833.81
2022-04-11,Superphosphate,Fertilizers,43.09,11,473.99,6501.0599999999995
2022-04-11,Imidacloprid,Pesticides,38.71,66,2554.86,6501.0599999999995
2022-04-11,Bean seeds,Seeds,40.66,50,2033.0,6501.0599999999995
2022-04-11,Sprayers,Farming Tools,33.47,43,1439.21,6501.0599999999995
2022-04-12,Superphosphate,Fertilizers,12.91,44,568.04,5550.46
2022-04-12,Carbaryl (Sevin),Pesticides,42.24,66,2787.84,5550.46
2022-04-12,Lettuce seeds,Seeds,10.64,99,1053.36,5550.46
2022-04-12,Rake,Farming Tools,13.27,86,1141.22,5550.46
2022-04-13,Diammonium phosphate,Fertilizers,33.53,66,2212.98,5491.47
2022-04-13,Atrazine,Pesticides,22.38,57,1275.66,5491.47
2022-04-13,Cucumber seeds,Seeds,22.74,78,1773.72,5491.47
2022-04-13,Spade,Farming Tools,10.91,21,229.11,5491.47
2022-04-14,Triple superphosphate,Fertilizers,18.79,64,1202.56,10630.699999999999
2022-04-14,Malathion,Pesticides,40.07,96,3846.72,10630.699999999999
2022-04-14,Wheat seeds,Seeds,32.84,77,2528.68,10630.699999999999
2022-04-14,Trowel,Farming Tools,36.78,83,3052.74,10630.699999999999
2022-04-15,Superphosphate,Fertilizers,33.64,37,1244.68,7012.85
2022-04-15,Malathion,Pesticides,48.35,18,870.3,7012.85
2022-04-15,Wheat seeds,Seeds,10.49,83,870.67,7012.85
2022-04-15,Plows,Farming Tools,41.95,96,4027.2,7012.85
2022-04-16,Ammonium nitrate,Fertilizers,8.51,81,689.31,5000.3099999999995
2022-04-16,Malathion,Pesticides,26.92,97,2611.24,5000.3099999999995
2022-04-16,Sunflower seeds,Seeds,17.2,53,911.6,5000.3099999999995
2022-04-16,Fork,Farming Tools,16.42,48,788.16,5000.3099999999995
2022-04-17,Calcium ammonium nitrate,Fertilizers,41.47,35,1451.45,9256.45
2022-04-17,Carbaryl (Sevin),Pesticides,15.76,23,362.48,9256.45
2022-04-17,Tomato seeds,Seeds,41.22,86,3544.92,9256.45
2022-04-17,Trowel,Farming Tools,48.72,80,3897.6,9256.45
2022-04-18,Triple superphosphate,Fertilizers,32.32,22,711.04,4717.05
2022-04-18,Permethrin,Pesticides,49.47,58,2869.26,4717.05
2022-04-18,Soybean seeds,Seeds,9.69,67,649.23,4717.05
2022-04-18,Trowel,Farming Tools,5.54,88,487.52,4717.05
2022-04-19,Potassium sulfate,Fertilizers,26.77,44,1177.88,5308.39
2022-04-19,Neonicotinoids,Pesticides,8.55,83,709.65,5308.39
2022-04-19,Rice seeds,Seeds,24.15,78,1883.7,5308.39
2022-04-19,Pruning shears,Farming Tools,18.52,83,1537.16,5308.39
2022-04-20,Diammonium phosphate,Fertilizers,10.09,71,716.39,3591.0299999999997
2022-04-20,Atrazine,Pesticides,46.18,21,969.78,3591.0299999999997
2022-04-20,Corn seeds,Seeds,36.35,26,945.1,3591.0299999999997
2022-04-20,Cultivators,Farming Tools,22.32,43,959.76,3591.0299999999997
2022-04-21,Triple superphosphate,Fertilizers,12.34,43,530.62,8844.039999999999
2022-04-21,Carbaryl (Sevin),Pesticides,37.82,96,3630.72,8844.039999999999
2022-04-21,Wheat seeds,Seeds,47.94,63,3020.22,8844.039999999999
2022-04-21,Pruning shears,Farming Tools,46.18,36,1662.48,8844.039999999999
2022-04-22,Diammonium phosphate,Fertilizers,48.5,93,4510.5,11834.11
2022-04-22,Glyphosate (Roundup),Pesticides,30.88,69,2130.72,11834.11
2022-04-22,Cucumber seeds,Seeds,39.77,33,1312.41,11834.11
2022-04-22,Garden fork,Farming Tools,49.12,79,3880.48,11834.11
2022-04-23,Urea,Fertilizers,49.86,65,3240.9,8492.98
2022-04-23,Neonicotinoids,Pesticides,25.98,65,1688.7,8492.98
2022-04-23,Lettuce seeds,Seeds,37.97,65,2468.05,8492.98
2022-04-23,Harrows,Farming Tools,12.59,87,1095.33,8492.98
2022-04-24,Potassium chloride,Fertilizers,48.68,70,3407.6,9783.27
2022-04-24,Atrazine,Pesticides,19.82,86,1704.52,9783.27
2022-04-24,Corn seeds,Seeds,40.05,75,3003.75,9783.27
2022-04-24,Sickles,Farming Tools,23.82,70,1667.4,9783.27
2022-04-25,Ammonium nitrate,Fertilizers,14.19,12,170.28,4126.8
2022-04-25,Atrazine,Pesticides,34.17,45,1537.65,4126.8
2022-04-25,Lettuce seeds,Seeds,37.49,37,1387.13,4126.8
2022-04-25,Scythe,Farming Tools,13.06,79,1031.74,4126.8
2022-04-26,Calcium ammonium nitrate,Fertilizers,5.95,57,339.15,7124.68
2022-04-26,Malathion,Pesticides,39.2,91,3567.2,7124.68
2022-04-26,Wheat seeds,Seeds,40.87,39,1593.93,7124.68
2022-04-26,Machete,Farming Tools,40.61,40,1624.4,7124.68
2022-04-27,Potassium nitrate,Fertilizers,45.68,20,913.6,8122.18
2022-04-27,Carbaryl (Sevin),Pesticides,7.58,63,477.54,8122.18
2022-04-27,Corn seeds,Seeds,45.69,92,4203.48,8122.18
2022-04-27,Hand cultivator,Farming Tools,49.56,51,2527.56,8122.18
2022-04-28,Calcium ammonium nitrate,Fertilizers,28.31,59,1670.29,5168.2699999999995
2022-04-28,Neonicotinoids,Pesticides,40.03,68,2722.04,5168.2699999999995
2022-04-28,Tomato seeds,Seeds,6.82,65,443.3,5168.2699999999995
2022-04-28,Tractors,Farming Tools,15.12,22,332.64,5168.2699999999995
2022-04-29,Ammonium sulfate,Fertilizers,16.61,53,880.33,4103.12
2022-04-29,Permethrin,Pesticides,36.95,43,1588.85,4103.12
2022-04-29,Rice seeds,Seeds,42.23,22,929.06,4103.12
2022-04-29,Tractors,Farming Tools,9.79,72,704.88,4103.12
2022-04-30,Potassium nitrate,Fertilizers,26.91,60,1614.6,6898.16
2022-04-30,Permethrin,Pesticides,15.64,78,1219.92,6898.16
2022-04-30,Sunflower seeds,Seeds,8.03,84,674.52,6898.16
2022-04-30,Hand cultivator,Farming Tools,49.84,68,3389.12,6898.16
2022-05-01,Urea,Fertilizers,28.77,92,2646.84,6496.9
2022-05-01,DDT,Pesticides,19.31,24,463.44,6496.9
2022-05-01,Sunflower seeds,Seeds,48.04,13,624.52,6496.9
2022-05-01,Shovel,Farming Tools,44.55,62,2762.1,6496.9
2022-05-02,Ammonium sulfate,Fertilizers,43.46,72,3129.12,9400.55
2022-05-02,Pyrethroids,Pesticides,9.41,74,696.34,9400.55
2022-05-02,Sunflower seeds,Seeds,46.01,94,4324.94,9400.55
2022-05-02,Fork,Farming Tools,22.73,55,1250.15,9400.55
2022-05-03,Ammonium sulfate,Fertilizers,44.45,87,3867.15,8145.05
2022-05-03,DDT,Pesticides,30.83,62,1911.46,8145.05
2022-05-03,Soybean seeds,Seeds,27.61,64,1767.04,8145.05
2022-05-03,Pruning shears,Farming Tools,13.32,45,599.4,8145.05
2022-05-04,Ammonium sulfate,Fertilizers,17.01,70,1190.7,6884.85
2022-05-04,Chlorpyrifos,Pesticides,38.91,65,2529.15,6884.85
2022-05-04,Lettuce seeds,Seeds,26.14,76,1986.64,6884.85
2022-05-04,Garden fork,Farming Tools,13.24,89,1178.36,6884.85
2022-05-05,Potassium sulfate,Fertilizers,10.57,29,306.53,3654.58
2022-05-05,Malathion,Pesticides,37.36,24,896.64,3654.58
2022-05-05,Cucumber seeds,Seeds,15.76,50,788.0,3654.58
2022-05-05,Plows,Farming Tools,18.69,89,1663.41,3654.58
2022-05-06,Potassium chloride,Fertilizers,43.29,81,3506.49,7481.19
2022-05-06,Permethrin,Pesticides,48.92,43,2103.56,7481.19
2022-05-06,Sunflower seeds,Seeds,23.04,37,852.48,7481.19
2022-05-06,Trowel,Farming Tools,32.86,31,1018.66,7481.19
2022-05-07,Potassium nitrate,Fertilizers,46.18,23,1062.14,3943.4900000000002
2022-05-07,Glyphosate (Roundup),Pesticides,21.35,82,1750.7,3943.4900000000002
2022-05-07,Soybean seeds,Seeds,10.0,76,760.0,3943.4900000000002
2022-05-07,Trowel,Farming Tools,10.59,35,370.65,3943.4900000000002
2022-05-08,Triple superphosphate,Fertilizers,5.6,55,308.0,4388.68
2022-05-08,Permethrin,Pesticides,22.94,34,779.96,4388.68
2022-05-08,Soybean seeds,Seeds,16.09,26,418.34,4388.68
2022-05-08,Sickles,Farming Tools,46.49,62,2882.38,4388.68
2022-05-09,Urea,Fertilizers,17.88,89,1591.32,9442.98
2022-05-09,Atrazine,Pesticides,45.65,96,4382.4,9442.98
2022-05-09,Pea seeds,Seeds,21.18,24,508.32,9442.98
2022-05-09,Hand weeder,Farming Tools,48.54,61,2960.94,9442.98
2022-05-10,Triple superphosphate,Fertilizers,15.55,46,715.3,7376.45
2022-05-10,Permethrin,Pesticides,49.21,91,4478.11,7376.45
2022-05-10,Bean seeds,Seeds,29.46,49,1443.54,7376.45
2022-05-10,Tractors,Farming Tools,9.86,75,739.5,7376.45
2022-05-11,Diammonium phosphate,Fertilizers,15.8,38,600.4,2185.2999999999997
2022-05-11,Chlorpyrifos,Pesticides,17.81,32,569.92,2185.2999999999997
2022-05-11,Tomato seeds,Seeds,42.75,20,855.0,2185.2999999999997
2022-05-11,Wheelbarrow,Farming Tools,8.42,19,159.98,2185.2999999999997
2022-05-12,Potassium nitrate,Fertilizers,23.56,16,376.96,6351.17
2022-05-12,Chlorpyrifos,Pesticides,27.11,96,2602.56,6351.17
2022-05-12,Tomato seeds,Seeds,27.22,76,2068.72,6351.17
2022-05-12,Trowel,Farming Tools,14.01,93,1302.93,6351.17
2022-05-13,Ammonium nitrate,Fertilizers,45.21,78,3526.38,9907.64
2022-05-13,Neonicotinoids,Pesticides,30.2,16,483.2,9907.64
2022-05-13,Rice seeds,Seeds,42.92,85,3648.2,9907.64
2022-05-13,Seed drills,Farming Tools,30.82,73,2249.86,9907.64
2022-05-14,Diammonium phosphate,Fertilizers,13.45,21,282.45,6047.139999999999
2022-05-14,Permethrin,Pesticides,38.99,71,2768.29,6047.139999999999
2022-05-14,Corn seeds,Seeds,38.01,56,2128.56,6047.139999999999
2022-05-14,Tractors,Farming Tools,18.08,48,867.84,6047.139999999999
2022-05-15,Potassium sulfate,Fertilizers,31.6,19,600.4,4955.26
2022-05-15,Neonicotinoids,Pesticides,47.07,65,3059.55,4955.26
2022-05-15,Wheat seeds,Seeds,8.43,59,497.37,4955.26
2022-05-15,Harrows,Farming Tools,36.27,22,797.94,4955.26
2022-05-16,Potassium sulfate,Fertilizers,33.71,75,2528.25,5981.79
2022-05-16,Chlorpyrifos,Pesticides,47.79,10,477.9,5981.79
2022-05-16,Bean seeds,Seeds,31.76,57,1810.32,5981.79
2022-05-16,Sickles,Farming Tools,21.58,54,1165.32,5981.79
2022-05-17,Calcium ammonium nitrate,Fertilizers,21.14,14,295.96,4659.29
2022-05-17,Chlorpyrifos,Pesticides,30.56,11,336.16,4659.29
2022-05-17,Soybean seeds,Seeds,13.0,33,429.0,4659.29
2022-05-17,Fork,Farming Tools,38.69,93,3598.17,4659.29
2022-05-18,Ammonium sulfate,Fertilizers,20.53,28,574.84,2891.0299999999997
2022-05-18,Chlorpyrifos,Pesticides,20.21,21,424.41,2891.0299999999997
2022-05-18,Soybean seeds,Seeds,34.87,19,662.53,2891.0299999999997
2022-05-18,Shovel,Farming Tools,16.39,75,1229.25,2891.0299999999997
2022-05-19,Urea,Fertilizers,31.47,30,944.1,4460.57
2022-05-19,Neonicotinoids,Pesticides,40.49,26,1052.74,4460.57
2022-05-19,Sunflower seeds,Seeds,29.91,75,2243.25,4460.57
2022-05-19,Harrows,Farming Tools,16.96,13,220.48,4460.57
2022-05-20,Urea,Fertilizers,14.54,26,378.04,6757.460000000001
2022-05-20,Chlorpyrifos,Pesticides,29.67,30,890.1,6757.460000000001
2022-05-20,Sunflower seeds,Seeds,49.79,73,3634.67,6757.460000000001
2022-05-20,Shovel,Farming Tools,37.85,49,1854.65,6757.460000000001
2022-05-21,Potassium sulfate,Fertilizers,41.71,71,2961.41,8271.83
2022-05-21,Glyphosate (Roundup),Pesticides,31.15,60,1869.0,8271.83
2022-05-21,Corn seeds,Seeds,24.81,78,1935.18,8271.83
2022-05-21,Wheelbarrow,Farming Tools,41.84,36,1506.24,8271.83
2022-05-22,Ammonium sulfate,Fertilizers,42.43,43,1824.49,5872.43
2022-05-22,Imidacloprid,Pesticides,15.04,83,1248.32,5872.43
2022-05-22,Tomato seeds,Seeds,31.67,48,1520.16,5872.43
2022-05-22,Shovel,Farming Tools,14.06,91,1279.46,5872.43
2022-05-23,Triple superphosphate,Fertilizers,26.55,12,318.6,2150.1
2022-05-23,Glyphosate (Roundup),Pesticides,8.13,45,365.85,2150.1
2022-05-23,Bean seeds,Seeds,9.75,95,926.25,2150.1
2022-05-23,Seed drills,Farming Tools,8.99,60,539.4,2150.1
2022-05-24,Superphosphate,Fertilizers,49.3,63,3105.9,8817.03
2022-05-24,DDT,Pesticides,45.15,53,2392.95,8817.03
2022-05-24,Corn seeds,Seeds,25.77,74,1906.98,8817.03
2022-05-24,Garden fork,Farming Tools,40.32,35,1411.2,8817.03
2022-05-25,Superphosphate,Fertilizers,18.74,90,1686.6,5744.32
2022-05-25,DDT,Pesticides,11.25,84,945.0,5744.32
2022-05-25,Pea seeds,Seeds,42.38,44,1864.72,5744.32
2022-05-25,Hoe,Farming Tools,13.0,96,1248.0,5744.32
2022-05-26,Potassium sulfate,Fertilizers,36.43,69,2513.67,7499.21
2022-05-26,Malathion,Pesticides,15.96,80,1276.8,7499.21
2022-05-26,Lettuce seeds,Seeds,21.79,86,1873.94,7499.21
2022-05-26,Harrows,Farming Tools,45.87,40,1834.8,7499.21
2022-05-27,Superphosphate,Fertilizers,49.95,66,3296.7,6232.389999999999
2022-05-27,Carbaryl (Sevin),Pesticides,29.14,63,1835.82,6232.389999999999
2022-05-27,Sunflower seeds,Seeds,18.93,53,1003.29,6232.389999999999
2022-05-27,Tractors,Farming Tools,8.78,11,96.58,6232.389999999999
2022-05-28,Calcium ammonium nitrate,Fertilizers,19.48,48,935.04,7376.83
2022-05-28,Malathion,Pesticides,37.78,85,3211.3,7376.83
2022-05-28,Cucumber seeds,Seeds,23.75,87,2066.25,7376.83
2022-05-28,Spade,Farming Tools,26.46,44,1164.24,7376.83
2022-05-29,Superphosphate,Fertilizers,10.62,56,594.72,6850.76
2022-05-29,DDT,Pesticides,46.16,65,3000.4,6850.76
2022-05-29,Pea seeds,Seeds,47.34,61,2887.74,6850.76
2022-05-29,Machete,Farming Tools,5.66,65,367.9,6850.76
2022-05-30,Calcium ammonium nitrate,Fertilizers,19.68,54,1062.72,3512.42
2022-05-30,DDT,Pesticides,20.01,24,480.24,3512.42
2022-05-30,Pea seeds,Seeds,14.19,11,156.09,3512.42
2022-05-30,Cultivators,Farming Tools,49.01,37,1813.37,3512.42
2022-05-31,Triple superphosphate,Fertilizers,14.33,42,601.86,3362.49
2022-05-31,Malathion,Pesticides,8.55,27,230.85,3362.49
